'0:00.000',4.63
'0:00.004',4.54
'0:00.008',4.15
'0:00.012',3.76
'0:00.016',3.36
'0:00.020',2.76
'0:00.023',2.18
'0:00.027',1.78
'0:00.031',1.35
'0:00.035',0.47
'0:00.039',-0.36
'0:00.043',-0.88
'0:00.047',-1.31
'0:00.051',-1.55
'0:00.055',-1.96
'0:00.059',-2.56
'0:00.063',-3.41
'0:00.066',-4.45
'0:00.070',-5.3
'0:00.074',-5.07
'0:00.078',-3.15
'0:00.082',0.56
'0:00.086',5.2
'0:00.090',10.44
'0:00.094',16.26
'0:00.098',21.36
'0:00.102',22.11
'0:00.105',17.7
'0:00.109',10.19
'0:00.113',1.81
'0:00.117',-5.27
'0:00.121',-9.89
'0:00.125',-12.19
'0:00.129',-12.8
'0:00.133',-12.28
'0:00.137',-11.17
'0:00.141',-9.7
'0:00.145',-8.17
'0:00.148',-6.8
'0:00.152',-5.63
'0:00.156',-4.7
'0:00.160',-3.88
'0:00.164',-3.23
'0:00.168',-2.77
'0:00.172',-2.34
'0:00.176',-2.09
'0:00.180',-1.88
'0:00.184',-1.53
'0:00.188',-1.24
'0:00.191',-0.93
'0:00.195',-0.61
'0:00.199',-0.34
'0:00.203',-0.17
'0:00.207',0.01
'0:00.211',0.15
'0:00.215',0.48
'0:00.219',0.83
'0:00.223',1.03
'0:00.227',1.25
'0:00.230',1.44
'0:00.234',1.7
'0:00.238',2.04
'0:00.242',2.36
'0:00.246',2.73
'0:00.250',2.95
'0:00.254',3.12
'0:00.258',3.27
'0:00.262',3.41
'0:00.266',3.36
'0:00.270',3.27
'0:00.273',3.34
'0:00.277',3.29
'0:00.281',3.03
'0:00.285',2.55
'0:00.289',2.1
'0:00.293',1.75
'0:00.297',1.45
'0:00.301',1.17
'0:00.305',0.9
'0:00.309',0.69
'0:00.313',0.64
'0:00.316',0.78
'0:00.320',0.71
'0:00.324',0.49
'0:00.328',0.3
'0:00.332',0.08
'0:00.336',0.07
'0:00.340',0.05
'0:00.344',-0.09
'0:00.348',-0.31
'0:00.352',-0.36
'0:00.355',-0.46
'0:00.359',-0.6
'0:00.363',-0.66
'0:00.367',-0.73
'0:00.371',-0.9
'0:00.375',-1.31
'0:00.379',-1.58
'0:00.383',-1.45
'0:00.387',-1.27
'0:00.391',-1.12
'0:00.395',-0.95
'0:00.398',-0.73
'0:00.402',-0.75
'0:00.406',-1.04
'0:00.410',-0.89
'0:00.414',0.59
'0:00.418',3.36
'0:00.422',6.89
'0:00.426',11.15
'0:00.430',16.15
'0:00.434',21.58
'0:00.438',24.61
'0:00.441',22.75
'0:00.445',16.77
'0:00.449',9.33
'0:00.453',2.29
'0:00.457',-3.34
'0:00.461',-6.88
'0:00.465',-8.85
'0:00.469',-9.85
'0:00.473',-9.89
'0:00.477',-9.1
