'0:00.000',-0.66
'0:00.004',-0.5
'0:00.008',-0.21
'0:00.012',0.06
'0:00.016',0.47
'0:00.020',1.08
'0:00.023',1.23
'0:00.027',0.9
'0:00.031',0.8
'0:00.035',0.96
'0:00.039',0.96
'0:00.043',0.88
'0:00.047',0.72
'0:00.051',0.77
'0:00.055',1.02
'0:00.059',1.33
'0:00.063',1.35
'0:00.066',1.25
'0:00.070',1.09
'0:00.074',0.87
'0:00.078',0.22
'0:00.082',-0.4
'0:00.086',-1.03
'0:00.090',-1.42
'0:00.094',-1.57
'0:00.098',-1.89
'0:00.102',-2.38
'0:00.105',-2.82
'0:00.109',-2.9
'0:00.113',-2.82
'0:00.117',-3.07
'0:00.121',-3.31
'0:00.125',-3.27
'0:00.129',-3.1
'0:00.133',-3.13
'0:00.137',-3.32
'0:00.141',-3.5
'0:00.145',-2.91
'0:00.148',-1.15
'0:00.152',1.61
'0:00.156',4.75
'0:00.160',6.75
'0:00.164',7.88
'0:00.168',7.07
'0:00.172',4.07
'0:00.176',0.84
'0:00.180',-1.74
'0:00.184',-3.63
'0:00.188',-4.5
'0:00.191',-4.65
'0:00.195',-4.44
'0:00.199',-3.82
'0:00.203',-3.2
'0:00.207',-2.57
'0:00.211',-2.15
'0:00.215',-2.04
'0:00.219',-2.12
'0:00.223',-1.96
'0:00.227',-1.57
'0:00.230',-1.31
'0:00.234',-1.13
'0:00.238',-0.91
'0:00.242',-0.71
'0:00.246',-0.49
'0:00.250',-0.2
'0:00.254',-0.07
'0:00.258',0.26
'0:00.262',0.73
'0:00.266',0.99
'0:00.270',0.92
'0:00.273',0.78
'0:00.277',0.77
'0:00.281',0.85
'0:00.285',0.96
'0:00.289',1.32
'0:00.293',1.62
'0:00.297',1.7
'0:00.301',1.68
'0:00.305',1.79
'0:00.309',1.77
'0:00.313',1.49
'0:00.316',1.08
'0:00.320',0.77
'0:00.324',0.34
'0:00.328',-0.12
'0:00.332',-0.34
'0:00.336',-0.46
'0:00.340',-0.44
'0:00.344',-0.41
'0:00.348',-0.62
'0:00.352',-0.68
'0:00.355',-0.78
'0:00.359',-0.91
'0:00.363',-0.86
'0:00.367',-0.56
'0:00.371',-0.26
'0:00.375',0.02
'0:00.379',0.25
'0:00.383',0.4
'0:00.387',0.55
'0:00.391',0.71
'0:00.395',0.62
'0:00.398',0.54
'0:00.402',0.6
'0:00.406',0.78
'0:00.410',1.01
'0:00.414',1.1
'0:00.418',1.13
'0:00.422',1.17
